INFO  2019-07-31 15:03:49,080 [12   ] Core.Mvc.ViewFeatures.ViewResultExecutor - Executed ViewResult - view Index executed in 1776.3442ms.
INFO  2019-07-31 15:03:49,130 [12   ] ore.Mvc.Internal.ControllerActionInvoker - Executed action LJH.VRTool.Web.Controllers.HomeController.Index (LJH.VRTool.Web.Mvc) in 2510.4474ms
INFO  2019-07-31 15:03:49,178 [14   ] soft.AspNetCore.Hosting.Internal.WebHost - Request starting HTTP/1.1 GET http://localhost:62119/images/face.jpg  
INFO  2019-07-31 15:03:49,185 [12   ] soft.AspNetCore.Hosting.Internal.WebHost - Request finished in 7585.4625ms 200 text/html; charset=utf-8
INFO  2019-07-31 15:03:49,197 [14   ] soft.AspNetCore.Hosting.Internal.WebHost - Request finished in 28.7965ms 404 
INFO  2019-07-31 15:03:50,588 [12   ] soft.AspNetCore.Hosting.Internal.WebHost - Request starting HTTP/1.1 GET http://localhost:62119/Organizations?v=4.0  
INFO  2019-07-31 15:03:50,610 [12   ] ore.Mvc.Internal.ControllerActionInvoker - Route matched with {action = "Index", controller = "Organizations", area = ""}. Executing action LJH.VRTool.Web.Mvc.Controllers.OrganizationsController.Index (LJH.VRTool.Web.Mvc)
INFO  2019-07-31 15:03:51,129 [12   ] ore.Mvc.Internal.ControllerActionInvoker - Executing action method LJH.VRTool.Web.Mvc.Controllers.OrganizationsController.Index (LJH.VRTool.Web.Mvc) - Validation state: Valid
INFO  2019-07-31 15:03:51,313 [7    ] ore.Mvc.Internal.ControllerActionInvoker - Executed action method LJH.VRTool.Web.Mvc.Controllers.OrganizationsController.Index (LJH.VRTool.Web.Mvc), returned result Microsoft.AspNetCore.Mvc.ViewResult in 182.7833ms.
INFO  2019-07-31 15:03:51,388 [7    ] Core.Mvc.ViewFeatures.ViewResultExecutor - Executing ViewResult, running view Index.
INFO  2019-07-31 15:03:51,466 [7    ] Core.Mvc.ViewFeatures.ViewResultExecutor - Executed ViewResult - view Index executed in 81.3233ms.
INFO  2019-07-31 15:03:51,488 [7    ] ore.Mvc.Internal.ControllerActionInvoker - Executed action LJH.VRTool.Web.Mvc.Controllers.OrganizationsController.Index (LJH.VRTool.Web.Mvc) in 855.4383ms
INFO  2019-07-31 15:03:51,495 [7    ] soft.AspNetCore.Hosting.Internal.WebHost - Request finished in 901.7206ms 200 text/html; charset=utf-8
INFO  2019-07-31 15:03:51,560 [7    ] soft.AspNetCore.Hosting.Internal.WebHost - Request starting HTTP/1.1 POST http://localhost:62119/Organizations/GetOrganizationData  0
INFO  2019-07-31 15:03:51,566 [7    ] ore.Mvc.Internal.ControllerActionInvoker - Route matched with {action = "GetOrganizationData", controller = "Organizations", area = ""}. Executing action LJH.VRTool.Web.Mvc.Controllers.OrganizationsController.GetOrganizationData (LJH.VRTool.Web.Mvc)
INFO  2019-07-31 15:03:51,607 [7    ] ore.Mvc.Internal.ControllerActionInvoker - Executing action method LJH.VRTool.Web.Mvc.Controllers.OrganizationsController.GetOrganizationData (LJH.VRTool.Web.Mvc) - Validation state: Valid
INFO  2019-07-31 15:03:51,719 [7    ] ore.Mvc.Internal.ControllerActionInvoker - Executed action method LJH.VRTool.Web.Mvc.Controllers.OrganizationsController.GetOrganizationData (LJH.VRTool.Web.Mvc), returned result Microsoft.AspNetCore.Mvc.JsonResult in 106.7813ms.
INFO  2019-07-31 15:03:51,773 [14   ] matters.Json.Internal.JsonResultExecutor - Executing JsonResult, writing value of type 'Abp.Web.Models.AjaxResponse'.
INFO  2019-07-31 15:03:51,930 [14   ] ore.Mvc.Internal.ControllerActionInvoker - Executed action LJH.VRTool.Web.Mvc.Controllers.OrganizationsController.GetOrganizationData (LJH.VRTool.Web.Mvc) in 361.7958ms
INFO  2019-07-31 15:03:51,936 [14   ] soft.AspNetCore.Hosting.Internal.WebHost - Request finished in 372.154ms 200 application/json; charset=utf-8
INFO  2019-07-31 15:03:52,695 [6    ] soft.AspNetCore.Hosting.Internal.WebHost - Request starting HTTP/1.1 GET http://localhost:62119/Organizations/Add  
INFO  2019-07-31 15:03:52,710 [6    ] ore.Mvc.Internal.ControllerActionInvoker - Route matched with {action = "Add", controller = "Organizations", area = ""}. Executing action LJH.VRTool.Web.Mvc.Controllers.OrganizationsController.Add (LJH.VRTool.Web.Mvc)
INFO  2019-07-31 15:03:52,741 [6    ] ore.Mvc.Internal.ControllerActionInvoker - Executing action method LJH.VRTool.Web.Mvc.Controllers.OrganizationsController.Add (LJH.VRTool.Web.Mvc) - Validation state: Valid
INFO  2019-07-31 15:03:52,742 [6    ] ore.Mvc.Internal.ControllerActionInvoker - Executed action method LJH.VRTool.Web.Mvc.Controllers.OrganizationsController.Add (LJH.VRTool.Web.Mvc), returned result Microsoft.AspNetCore.Mvc.ViewResult in 0.2344ms.
INFO  2019-07-31 15:03:52,785 [6    ] Core.Mvc.ViewFeatures.ViewResultExecutor - Executing ViewResult, running view Add.
INFO  2019-07-31 15:03:52,801 [6    ] Core.Mvc.ViewFeatures.ViewResultExecutor - Executed ViewResult - view Add executed in 15.5869ms.
INFO  2019-07-31 15:03:52,811 [6    ] ore.Mvc.Internal.ControllerActionInvoker - Executed action LJH.VRTool.Web.Mvc.Controllers.OrganizationsController.Add (LJH.VRTool.Web.Mvc) in 91.1736ms
INFO  2019-07-31 15:03:52,818 [6    ] soft.AspNetCore.Hosting.Internal.WebHost - Request finished in 121.0648ms 200 text/html; charset=utf-8
INFO  2019-07-31 15:03:54,605 [6    ] soft.AspNetCore.Hosting.Internal.WebHost - Request starting HTTP/1.1 POST http://localhost:62119/Organizations/Add application/x-www-form-urlencoded; charset=UTF-8 15
INFO  2019-07-31 15:03:54,608 [7    ] soft.AspNetCore.Hosting.Internal.WebHost - Request starting HTTP/1.1 POST http://localhost:62119/Organizations/Add application/x-www-form-urlencoded; charset=UTF-8 15
INFO  2019-07-31 15:03:54,645 [6    ] ore.Mvc.Internal.ControllerActionInvoker - Route matched with {action = "Add", controller = "Organizations", area = ""}. Executing action LJH.VRTool.Web.Mvc.Controllers.OrganizationsController.Add (LJH.VRTool.Web.Mvc)
